job_title,company,location,salary,description,job_url_result
Database Engineer/Admin,IT Alliance Australia,Melbourne VIC,,"We are looking for the following Skills/Experience: Review performance of all database queries regularly and tune them to ensure consistent performance. Application Volume metric & capacity projection using the defined strategy Monitoring and reporting for databases setup. Extensive hands on experience in UNIX/RHEL including automation and scripting Ansible experience desirable, should be able to work on - call roster and shifts. The next step is easy: If you are interested to discuss this position, you may call Parul on +61 480031052 for more information. Job Type: Contract Work Eligibility: The candidate can work permanently with no restriction on hours (Preferred)",http://au.indeed.com/company/IT-Alliance-Australia/jobs/Database-Engineer-Admin-f6ca89d1ad3b1824?fccid=15c48d9f36fa370b&vjs=3
Machine Learning Scientist,Amazon Support Services PtyLtd,Australia,,"PhD in CS, Machine Learning, Operational research, Statistics or in a highly quantitative field. (PhD strongly preferred). Minimum 5+ years of industrial experience in predictive modeling and analysis, predictive software development Strong Problem solving ability Good skills with Java or C++, Perl/Python (or similar scripting language) Experience in using R, Matlab, or any other statistical software Experience in mentoring junior team members, and guiding them on machine learning and data modeling applications Strong communication and data presentation skills 
 
 Excited by Big Data, Machine Learning and Predictive Software? Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data? 
 
At Amazon Australia, we are developing state-of-the-art large-scale Machine Learning Services and Applications on the Cloud involving Terabytes of data. We work on applying predictive technology to a wide spectrum of problems in areas such as Amazon Retail, Seller Services, Customer Service and so on. We are looking for talented and experienced Machine Learning Scientists (Ph.D. in a related area preferred) who can apply innovative Machine Learning techniques to real-world e-Commerce problems. You will get to work in a team dedicated to advancing Machine Learning technology at Amazon and converting it to business-impacting solutions. 
 
Although this position will be based in Adelaide, South Australia, for the duration of the Coronavirus-19 outbreak arrangements will be made to enable the successful candidate to observe the relevant travel restrictions, possibly by working from home, or another Amazon office. 
 
Major responsibilities 
 Use machine learning, data mining and statistical techniques to create new, scalable solutions for business problems Analyze and extract relevant information from large amounts of Amazon’s historical business data to help automate and optimize key processes Design, develop and evaluate highly innovative models for predictive learning Establish scalable, efficient, automated processes for large scale data analyses, model development, model validation and model implementation Research and implement novel machine learning and statistical approaches 
 
 Minimum 5+ years of industrial experience in predictive modeling and analysis, predictive software development Experience handling gigabyte and terabyte size datasets Experience working with retail or e-commerce data Experience working with distributed systems and grid computing Publications or presentation in recognized Machine Learning and Data Mining journals/conferences",http://au.indeed.com/rc/clk?jk=f9bf22eccb786730&fccid=fe2d21eef233e94a&vjs=3
Junior Quantitative Researcher - Machine Learning,Akuna Capital,Sydney NSW,"$100,000 a year","About Akuna: 
Akuna Capital is a young and booming trading firm with a strong focus on collaboration, cutting-edge technology, data driven solutions and automation. We specialize in providing liquidity as an options market-maker – meaning we are committed to providing competitive quotes that we are willing to both buy and sell. To do this successfully we design and implement our own low latency technologies, trading strategies and mathematical models.
 
Our Founding Partners, Andrew Killion and Mitchell Skinner, first conceptualised Akuna in their hometown of Sydney. They opened the firm's first office in 2011 in the heart of the derivatives industry and the options capital of the world – Chicago. Today, Akuna is proud to operate from additional offices in Sydney, Shanghai, and Boston.
 
Akuna Sydney opened in early 2018 and is at the centre of Akuna's Asian trading operations. Akuna's focus in Asia is currently trading HK, cryptocurrencies and US night markets and is looking to expand to trading on all major Asian exchanges. Employees will work together towards achieving Akuna's goals across all areas of the business, including trading and desk buildout, cutting-edge research and data analysis, strategy creation, and building ultra-low-latency trading systems that are tailored to local market conditions.
 
 What you'll do as a Junior Quantitative Researcher at Akuna: 
Akuna's Quantitative Trading and Research team is looking to add Junior Quant Researchers to a team of mathematicians, statisticians and technologists. This team creates trading strategies scientifically by combining its quantitative expertise with sophisticated understanding of derivatives and financial markets.
 
We are looking for talented researchers who can apply and develop machine learning algorithms to contribute to Akuna's strategy portfolio. In this role you will:
 
 
 Develop trading strategies using statistical and machine learning algorithms 
 Design, conduct, and analyse experiments for a deep understanding of derivatives and financial markets 
 Design and implement optimization algorithms for portfolio construction 
 Advance existing initiatives and explore opportunities for new research topics 
 
Full-time compensation packages starting at $100K AUD.
 
 Qualities that make great candidates: 
 
 Bachelors, Masters or PhD in Statistics, Computer Science, Mathematics (or a related subject) must be completed upon employment 
 Proven research background in academic or professional environment 
 Basic programming skills in Python (C++ is a plus) 
 Expertise in statistics and machine learning 
 Financial experience is not a requirement 
 Must currently be authorised to work in Australia. Akuna does not offer sponsorship for this position 
 
",http://au.indeed.com/rc/clk?jk=a4f2be3b8effe21a&fccid=53708619218b979f&vjs=3
Applied Scientist in Machine Learning,AWS Australia Pty Ltd,Sydney NSW,,"MSc with research thesis in Machine Learning, Computer Science, Mathematics, Statistics, or in another highly quantitative field. Either 4+ years of relevant post-grad academic research or industry experience in developing ML algorithms and models, or a PhD in Machine Learning or Computer Science. Proven achievement of solving a challenging problem in production using research, data analysis, prototyping, and state of the art algorithm design and ML modeling. Proven skills in coding (e.g. Python/Java), prototyping, data querying (e.g. SQL), processing and analyzing complex data, and statistical analysis (e.g. in R/Python). Demonstrated strong verbal and written communication skills for working with both business and technical teams. 
 
 Amazon Web Services is the largest consumer cloud offering in the world, powering cutting-edge science, rapidly growing startups, and industry leaders. Our team here in Sydney is developing novel products focused on helping our customers achieve higher availability standards for the applications and workloads they build on AWS. We are building solutions that aim to learn from past incidents data to improve automatic behaviours and help investigate and resolve incidents faster in real time. We are working on complex problems including automatic incident investigation and root-causing, as well as other ideas for assisting our customers. This is an exciting opportunity if you love solving challenging problems and contributing to high impact customer features involving real-life data and Machine Learning methods, while working within a development team to see the results deployed in production, and being part of the large global community of Amazon scientists. 
 
We are looking for an Applied Scientist who is enthusiastic about diving deep into the data to analyse and uncover relevant patterns, and is excited to go beyond the standard toolbox when needed, to research and create novel methods for producing the best possible solutions to the problems our customers are facing. The methodology and algorithm development are highly coupled here with deep data analysis and understanding of the real-life data. 
 
Are you interested in solving complex real-life challenges which are not easily translatable to textbook examples, where the data is rarely clean or readily available, and its amount varies from immense to lacking? We need a practitioner who loves designing a new model or an algorithm, and also working with the rest of the development team to implement it efficiently in code and deploy to production. 
 
While working on these problems, you will help to grow the Machine Learning and Data Science team and the ML community in Sydney, collaborate with the global Amazon research community, and publish research results. You will engage with other teams across Amazon who are working on related problems, and communicate with product management and stakeholders to provide clear answers for business questions, present the findings and new proposals. 
 
In this role you will build something brand new that will positively affect every AWS customer and in turn their customers, while being at the forefront of using and developing novel Machine Learning techniques to deliver new functionality. Join us, and help us revolutionise how people approach availability! 
 
Responsibilities Summary 
 Design and implement predictive models based on past data, using either existing methods or developing new algorithms and tools when needed. Collect and analyze data, develop hypotheses, design experiments, collaborate with engineering team to implement live tests and evaluate performance. Answer complex business questions by using appropriate statistical techniques on available data or designing and running experiments to gather data. Design, develop, and operate critical processes that are central to the delivery of accurate results (e.g. data pipelines). Code in a high-level language (e.g. Python, Java) and work with software engineers to produce high-quality software in production, based on research models. Communicate findings to managers and engineers, often through succinct written summaries of findings and code samples, as well as through verbal explanation. Publish research results. 
 
 PhD with academic publications in Machine Learning, and 2+ years of post-graduate industry experience in developing ML algorithms and models. Demonstrated expertise in ML methods and problem areas including NLP, Causality, Time Series Analysis, Search Ranking, Transfer Learning, Deep Learning. Demonstrated experience with AWS services such as Lambda, S3, Redshift, Athena, SageMaker, etc.",http://au.indeed.com/rc/clk?jk=14ef8c1d27654deb&fccid=fe2d21eef233e94a&vjs=3
Engineering Lead - Machine Learning,Canva,Sydney NSW,,"At Canva, our mission is to democratize design and empower creativity and visual expression for every person, on every platform. Since launch in April 2013, our user base has grown exponentially, amassing over 15 million users in over 100 languages, making us one of the world's fastest-growing technology companies. As of today, we've achieved profitability, and the company is valued at USD $3.2 billion, which comfortably prepares us for the next phase of growth and product development. 
 
 The Machine Learning (internally, ""Data Science"") specialty at Canva is responsible for building data products, i.e. the application of AI / ML into our product and systems. As Machine Learning engineers embedded into product teams, we firmly believe that AI / ML is a key component of the future of Canva, and more broadly the future of design. 
 
 
 Due to the success of the business, we're seeking an experienced Team Lead for the Machine Learning specialty to drive growth and innovation across our Data practice. This role is a 50/50 blend of technical (engineering-focused) strategy and people leadership. The successful individual must be able to lead by  doing  and will be expected to have the same technical expertise as the current members of the team. 
 Role Responsibilities
 Own the technical direction for Data Science, including technologies we build with and key initiatives to advance the specialty, thereby ensuring consistent Data Science technical direction and alignment with long term business goals. This requires deep understanding of the products Canva builds, and an ability to spot opportunities where AI / ML can deliver step-change improvements 
 Collaborate across the the Data Science team, Data Eng and Data Analytics leadership – as well as key stakeholders in other areas to produce an overall Data strategy for Canva 
 Ensuring the Data Science organisation is working optimally with high-quality, high-impact output; that the specialty is well-structured and deployed across the most appropriate teams for maximum impact, trading off long-term bets and short-term value 
 Proactively identify and remove roadblocks and dependencies. Data Scientists at Canva currently work closely with engineers and analysts, to build out the lower layers of the DS hierarchy of needs (i.e. feature engineering, data cleaning, instrumentation) 
 Be the people manager for a growing team (estimated growth from 6 to 15 in 2020) of Data Scientists – this includes 1:1s, personal development, performance reviews, providing regular feedback, and coaching 
 Developing leaders, and providing growth opportunities for individuals team members 
 Owning the hiring process for Data Science – creating detailed job specifications for the recruitment team, developing the interview process, setting standards and assessment criteria for hiring. Moreover, engaging with the Sydney and international Data Science community to source and identify top candidates 
 Owning onboarding. Document and improve upon the onboarding process for new hires, both into mature teams and teams/groups without any Data Science projects 
 Stakeholder management: share goals and progress reports for Data Science to the leadership group 
 Internal Outreach: educate the broader Canva community to understand the capabilities of Data Science / Machine Learning, when to/not to use ML. Build relationships with Product Managers and Group Leads across the business to proactively identify opportunities for Data Science to take a team/product to the next level 
 Education: oversee the development of Canva U courses to 1) train our data scientists, and 2) empower engineers and other specialties across the business to cross-train into Data Science, making ML accessible to the broader Canva technical community 
 Required Experience and Background
 Domain expertise in the Machine Learning field with a demonstrated history of hands-on development of ML and/or AI solutions in areas such as personalization, search, recommender systems, churn prediction, design generation, image processing, and natural language processing 
 Strong software engineering fundamentals 
 Previous management experience leading teams of Machine Learning Engineers / Data Scientists of 10+ 
 A demonstrated track record of collaboration – great at getting results without reliance on authority: this role requires working with group leads and other specialty leads to get results, often challenging the status quo 
 A strong bias to action: our current team consists of very experienced, accomplished, and opinionated senior individuals; earning this team’s trust and driving progress instead of awaiting consensus will be critical to success in the role 
 Familiarity with several of the following: TensorFlow, PyTorch, Apache Spark, scikit-learn, MxNet, Kubernetes, Docker, Solr/ElasticSearch 
 Strong communcation and stakeholer management skills 
 A positive growth mindset in line with Canva’s core values: Be a force for good; Empower others; Pursue excellence; Be a good human; Make complex things simple; Set crazy big goals (and make them happen) 
 Perks and Benefits
 Competitive salary, plus stock options via our ESOP plan 
 Flexible daily working hours, we value work-life balance 
 Breakfast and lunch prepared by our wonderful Vibe team 
 Onsite-Gym and Yoga Membership 
 End-of-Trip Facilities: Bicycle parking and showers 
 Generous parental (including secondary) leave policy 
 Pet-friendly offices 
 Sponsored social clubs, team events and celebrations 
 Relocation budget for interstate or overseas individuals (see below for visa information)",http://au.indeed.com/rc/clk?jk=dab9fabc07f8c6cb&fccid=de6ea5e6090aece1&vjs=3
Data Scientist - NLP/ Machine Learning/Artificial Intelligence,Oracle,Melbourne VIC,,"Data Scientist - NLP/ Machine Learning/Artificial Intelligence-20000390 
 
 
Preferred Qualifications 
 Principal Member of Technical Staff - Digital Assistant and Bots Platform Team 
 
We are a newly formed group within Oracle creating innovative products that leverage the power of AI and Machine Learning to bring world-class natural language capabilities to Oracle’s Digital Assistant platform. We are like a start-up inside a large company with a big charter and a lot of creative freedom. We have assembled some of the smartest people in the industry and are growing this team. 
 
If you are looking for an exciting new opportunity as a data scientist to help solve difficult problems, be creative, create success for customers, and engage with the product team to do some innovative research and development, please review our profile. 
 
 
 We are looking for someone who is: 
 
Experienced with Machine Learning and AI especially deep learning models. 
  Experienced with deep learning frameworks such as TensorFlow or PyTorch. 
  Experienced with Conversational AI / Chatbots and/or Digital Assistants, including having developed a Chatbot or similar Digital Assistant is a plus. 
  Ph.D. degree in computer science on natural language processing, speech processing is preferred but not a must. A strong publication record is a plus.
  Possesses excellent communication skills with an ability to explain and write specifications that embody complex concepts to stakeholders within the team. 
  Eager to work on a highly sellable, performance optimized infrastructure which elastically handles customer needs. 
  Able to adapt to a fast-paced work environment and can quickly adjust to changing priorities. 
  Detail oriented with a focus on quality of the product, data, and code. 
  An experienced engineer with 3+ years of professional development in Java, C#, C++ or Python. Java and Python preferred. JavaScript, Node.js, HTML/CSS and Mobile development on Android/iOS is a plus. 
 
 
Detailed Description and Job Requirements 
 
Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc. 
 
As a member of the software engineering division, you will take an active role in the definition and evolution of standard practices and procedures. You will be responsible for defining and developing software for tasks associated with the developing, designing and debugging of software applications or operating systems. 
 
Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. Leading contributor individually and as a team member, providing direction and mentoring to others. BS or MS degree or equivalent experience relevant to functional area. 7 years of software engineering or related experience.",http://au.indeed.com/rc/clk?jk=bedef7f67b6cc9de&fccid=cd22d01053af7669&vjs=3
Machine Learning Engineer,Max Kelsen,Brisbane QLD,"$70,000 - $130,000 a year","About Max Kelsen Max Kelsen is a Brisbane-born Machine Learning and Artificial Intelligence company. We are experts in Machine Learning research, development and implementation at scale, from conducting medical research in partnership with QIMR Berghofer, to deploying state-of-the-art models and AI-powered applications for Fortune 500 companies. We work with clients in Australia and internationally on a wide range of problems, and right now have projects in forecasting, computer vision, natural language processing, RecSys, pricing optimisation, fraud detection and more all in progress. We are uncompromising in developing our team and technology to create competitive advantage for our customers, reinvesting our expertise and profits to solve the challenges of humankind - in such areas as genomics, cancer and quantum computing. The Role As a Consulting Machine Learning Engineer, you'll contribute to consulting projects with clients from a wide range of industries, using your skills to analyse data and build, tune and deploy machine learning models to solve real-world business problems. You'll work with talented engineers and apply your skills to a variety of challenging problems, with a focus on sending cutting-edge models through to production. Best of all, everything you work on will be Data Science & Machine Learning - you won't get stuck building dashboards and data pipelines. We work with clients in Australia and internationally on a wide range of problems, and at the time of this job posting have in progress projects in forecasting, computer vision, natural language processing, RecSys, pricing optimisation, fraud detection and more. We are uncompromising in developing our team and technology to create competitive advantage for our customers, reinvesting our expertise and profits to solve the challenges of humankind - in such areas as genomics, cancer and quantum computing. We're looking for engineers of all levels, from 1 year of experience through to senior roles (we do not have any graduate positions available right now). However, more important than education and years of experience is your ability to learn, be creative with your toolkit, and stay ahead of the rapidly evolving ML & AI space. What you'll do Use your existing expertise to contribute to a variety of data science and machine learning projects. Liaise with client stakeholders and SMEs to understand their business & data, and create technical solutions that solve their problems. Have a strong focus on achieving the best result for our clients and team, always ensuring respectful and honest communication, and using the technology you build to always do the right thing. Stay current with the latest research, techniques and best practices, sharing these techniques with the team and applying them on our client and research projects. Contribute to technical & blog writing, research papers and presentations for our clients and partners. Operate independently by taking charge, finding solutions to problems you encounter, and finding opportunities to bring new ideas and techniques to Max Kelsen and our clients. Be committed to creating and executing a professional development plan to grow your skills across the entire Machine Learning skillset For more senior roles: Scope, lead and execute projects to deliver the most optimal and practical client outcomes. Train and mentor more junior team members. Identify opportunities for new approaches, products and techniques to be added to our core offerings. About you At least 1-2 years of direct data science & machine learning expertise. Solid proficiency with Python, SQL and common data analysis libraries (numpy, pandas, matplotlib etc), with experience writing production-ready and well-documented code. Experience building machine learning models; both classical models (LR, RF, GBM etc) and deep learning approaches on a variety of domains (particularly NLP, computer vision, time-series & tabular). Experience working on cloud computing platforms and an understanding of best practices when architecting software solutions. You already hold or within your first three months are willing undertake an associate-level cloud certification. A passion for keeping up to date with the latest research and their applications, spending time on arxiv, Kaggle, Papers With Code and others to find and test them on different datasets. Have the ability to communicate technical concepts clearly to team members and clients, knowing how to give just the right amount of detail and how it relates to the overarching business problem. Have a self-driven attitude for creative problem solving and a desire to not settle for 'great'. You actively search for improved approaches to problems rather than sticking to the status quo, but always make sure what you build is practical. You have a strong grasp of statistics and machine learning fundamentals, along with an attitude of critical thinking about the data, code and models that you work with. Self-organised and capable of managing your time to ensure projects stay on schedule. Why Max Kelsen? As part of joining one of the leading ML/AI consultancies in APAC, you'll enjoy: A Macbook Pro with multi-monitor workspace provided. Excellent work/life balance - leave your work at work. Access to GPU workstation for research and side projects. Option to travel for international projects (Singapore and Thailand most recently). Strong culture of learning and innovation - enjoy dedicated time for upskilling, side projects and professional development (we routinely send our team members to conferences like NeurIPS, ICML & others). 1 day of birthday leave, 2 days of charity leave and 5 days of personal development leave each year. Active social club with lunches, talks and social events every couple weeks. Flexible working environment. Central location in Fortitude Valley. If you're someone who can adapt quickly, loves new challenges and problem spaces and who knows how to use technology and ML as tools for generating business value, let's talk! Job Types: Full-time, Permanent Salary: $70,000.00 to $130,000.00 /year Experience: Machine Learning: 2 years (Required) Python: 1 year (Required) Work Eligibility: The candidate can work permanently with no restriction on hours (Required)",http://au.indeed.com/company/Max-Kelsen/jobs/Machine-Learning-Engineer-5fe0f2bf03882ec7?fccid=9f417a77d0ff6637&vjs=3
"Director of Engineering, Machine Learning",Culture Amp,Melbourne VIC,,"Who We Are 
 
What do Airbnb, Slack and Salesforce have in common? They use Culture Amp every day to make their workplaces better, along with over 2,600 other companies from around the globe, making up a community who stand together to improve the world of work. 
 
With offices in Melbourne, San Francisco, New York, and London, Culture Amp isn’t just for fast-growing startups - we’re for every organization that wants to put culture first. By making it easy to collect, understand, and act on employee feedback, we enable People teams to make better decisions, demonstrate impact, and turn company culture into a competitive edge. 
 
It’s what makes us the world’s leading people & culture platform. 
 
The Opportunity at Culture Amp 
 
Culture Amp is seeking a Director of Engineering, Machine Learning to lead our machine learning practice. This is an exciting opportunity to work with some of the best minds to engineer and deploy solutions for complex problems in the areas of natural language processing (NLP), recommendation engines and prediction analytics. Examples of where machine learning can help us unlock more value: 
 
 What are employees talking about? Negatively? Positively? 
 Which cohort of employees are most at risk of leaving? 
 What biases exist when giving feedback? 
 What actions are most effective for companies like yours? 
 What are the early indicators that somebody needs support to continue to be high performing? 
 
 As the first and largest people & culture platform we have more and better structured data than anyone else in the employee feedback space. We already collect data from millions of employees across thousands of customers and many more in our People Geek community. We have leveraged that data to draw important insights for our customers to help them create better places to work. For Culture Amp machine learning plays an increasingly crucial role in helping our customers realise meaningful insights from our data. We continue to be committed to leveraging cutting edge techniques to uncover and communicate ever deeper insights and help our customers drive meaningful change. 
 
Leading both people and the machine learning technology vision, this role will help us deliver numerous features that will have a significant impact for our customers. 
 
Responsibilities include: 
 
 Setting the machine learning technology direction and future architecture 
 Guiding the establishment of infrastructure, frameworks and pipelines etc to enable ML to seamlessly integrate within our products. 
 Bringing your hands-on experience of Python coding and developing models 
 Develop best practices for deploying models to production to ensure our ML engineers can have maximal impact 
 Building, leading and mentoring our machine learning practice 
 Working with product managers to shaping the machine learning road map to deliver world first features 
 Strategically positioning Culture Amp for future success in machine learning 
 Educating and training others in the business about where machine learning could have a big impact 
 Being able, when required, to roll up your sleeves and get on the tools to help the teams deliver 
 
 What you bring to our camp 
 
You will help shape the future of ML at Culture Amp through guiding the development of the next round of machine learning features. You will guide features from conception through to implementation, by helping to identify the right features to build, and making sure we have the people and expertise to prototype and build them. 
 
You will know how to engineer production grade python services, have a deep understanding of machine learning frameworks, and deploying machine learning models into production systems. The solutions you develop have to: 
 
 Integrate with our event sourced, microservice infrastructure model. 
 Scale for accounts with < 100 employees to those with more than 100,000 employees, across locations and locales as required. 
 Return real time or batch insights from ML models based on user events. 
 Be versioned and audited allowing for continuous improvement. 
 
 During development you will need to know how to plan and scope, at a high level, the steps needed to implement an ML solution to a customer problem. From: 
 
 Mapping the problem to something solvable with machine learning. 
 Prototyping possible solutions. 
 Creating necessary production services and integrating with the product to bring it to customers. 
 Delegating the details of this work to other ML engineers as appropriate. 
 
 You will need to have enough experience with machine learning to evaluate both the benefits and risks of any particular machine learning project. Does the customer value, justify the delivery effort and its associated uncertainty? And will the risks of developing an ML solution be acceptable? What level of accuracy is acceptable for this feature? You will need to be able to communicate this kind of information effectively with colleagues, product managers, people scientists, tech leads and delivery leads, who may not be aware of the technical details of machine learning. 
 
To achieve this, you will need to have broad knowledge of and experience with a wide range of ML algorithms and techniques (including traditional supervised learning, deep learning and unsupervised methods) and the tradeoffs of each as well as evaluation methodologies. You will also need a sound knowledge of the best practices for the production of ML projects, including how and when to annotate data to ensure system accuracy and provide training material, and knowledge of how to best leverage third-party data sources even when they do not match the domain perfectly (eg through techniques such as transfer learning). As we deal extensively with textual data, you will ideally have knowledge of natural language processing techniques. 
 
You will also need to make sure the ML Engineers in the practice are set up for success to help achieve these goals. This includes making sure that we have the right people, that they are working in the appropriate parts of the company, and that they have the skills necessary for a particular project. You may need to upskill less experienced engineers on particular facets of machine learning as necessary. 
 
What We Offer 
 
You’ll be supported as you develop in your role and have access to great benefits such as our ‘Coaching for Everyone’ and ‘Learn Yourself Up’ programs. You’ll also receive a competitive package plus generous stock options, flexible working and other benefits.",http://au.indeed.com/rc/clk?jk=8da96538c914391c&fccid=f29bfe17a11869dd&vjs=3
Senior Machine Learning Engineer,Zendesk,Melbourne VIC,,"Job Description 
At Zendesk, we strive to build software that delivers the best customer experiences. Your favourite brands (like AirBnb, Uber, and Slack) leverage our products to engage their customers and we lead the industry with beautifully simple software. We care deeply about the people who use our products: the customers, agents, and developers who make Zendesk what it is today. We pride ourselves on providing a powerful and open platform for extensibility across our suite of products. 
Many years ago we recognised the power of machine learning to predict outcomes and guide people to potential answers when they have a question. We have built and launched a number of machine learning powered products such as Answer Bot, Content Cues and Satisfaction Prediction. These products are all developed out of Melbourne, Australia. 
We are looking for an experienced Machine Learning Engineer to help data scientists productionize machine learning models while helping feature teams in adding value to products. You will have a dramatic impact on how 145,000+ businesses around the world help their customers. 
What you get to do every day: 
Work as partners with data science to help bring ML powered features into production 
Bridge the gap between data scientists and engineers 
Contribute to discussions around technical design, validated methodologies and model research 
Build tools to support model experimentation and model management 
Build and improve existing data pipelines 
Collaborate with DevOps, feature teams, platform teams and product 
Contribute to initiatives around improving the scalability and robustness of our platforms 
Work alongside teammates in San Francisco and Copenhagen 
What you bring to the role: 
You should have some of these skills and qualifications: 
Fluency in one or more of the following languages: Scala/Python/Java 
Ability to navigate the stack from infrastructure to application and the mechanics behind the deployment and the scaling 
Experience in structuring and deploying machine learning projects to production 
Familiarity in one of the machine learning libraries such as Tensorflow or Scikit-Learn 
Ability to work with uncertainty and flexibility to pivot with changing priorities 
Experience in data processing with Spark 
Experience with cloud platforms such as AWS or GCP 
Excellent written and verbal communication skills, comfortable with audiences including product and engineering management 
A passion for ML/AI 
Collaborative and can-do attitude 
A burning desire to learn and grow 
1+ years of work experience in data/infrastructure software development 
2+ years of work experience in software engineering 
What our tech stack looks like: 
Our code is written in Scala, Ruby, Python, Java and Go 
Our servers live in AWS 
Our machine learning models rely on Tensorflow and Scikit-Learn 
Our ML pipelines use AWS Batch and EMR 
Our team manages infrastructure using AWS Cloudformation and Chef 
Our data is stored in S3, RDS MySQL, Redis, ElasticSearch and Aurora 
Our services are deployed to Kubernetes using Docker and are backed by GraphQL endpoints 
In your application, please include your GitHub/Bitbucket account if you have one. 
 
Zendesk  builds software for better customer relationships. It empowers organizations to improve customer engagement and better understand their customers.  Zendesk  products are easy to use and implement. They give organizations the flexibility to move quickly, focus on innovation, and scale with their growth. 
More than 150,000 paid customer accounts in over 150 countries and territories use  Zendesk  products. Based in San Francisco,  Zendesk  has operations in the United States, Europe, Asia, Australia, and South America. 
Interested in knowing what we do in the community? Check out the Zendesk Neighbor Foundation to learn more about how we engage with, and provide support to, our local communities. 
 
Zendesk is an equal opportunity employer, and we’re proud of our ongoing efforts to foster diversity & inclusion in the workplace. Individuals seeking employment at Zendesk are considered without regard to race, color, religion, national origin, age, sex, gender, gender identity, gender expression, sexual orientation, marital status, medical condition, ancestry, physical or mental disability, military or veteran status, or any other characteristic protected by applicable law. 
By submitting your application, you agree that Zendesk may collect your personal data for recruiting, global organization planning, and related purposes. Zendesk's Candidate Privacy Notice explains what personal information Zendesk may process, where Zendesk may process your personal information, its purposes for processing your personal information, and the rights you can exercise over Zendesk’s use of your personal information.",http://au.indeed.com/rc/clk?jk=61b8b2599181163f&fccid=41e8f9abd9840a7a&vjs=3
Machine Learning Architect,Capgemini Australia,Melbourne VIC,,"Capgemini Invent is the global strategy and transformation consulting organisation of the Capgemini Group, specialising in advising and supporting enterprises in significant transformation, from innovative strategy to execution and with an unstinting focus on results. With the new digital economy creating significant disruptions and opportunities, our global management consulting practice is a team of over 7,000 talented individ-uals, working with leading companies to master Digital Transformation, drawing on our understanding of the digital economy and our leadership in business transformation and organisational change. We ideate and bring to life what's next for our clients by combining strategy, technology, data science and creative design expertise.
 Within our Insight-Driven Enterprise team, we help our clients create a smart organisation using data, AI & analytics to gain insights and enable better decisions - for customers, operations and the workforce. Our focus areas are:
 
 
 Assist clients to leverage the opportunities presented by Data Science in Marketing 
 Solve industry challenges applying the cutting edge 
 
 The focus of your role: 
Are you passionate about Machine Learning, Data Science, state of the art projects, developing models, and guiding implementations & strategy in a leading-edge multifunction team? Then Capgemini Invent has an excellent opportunity for you.
 We need a Machine Learning Architect who will provide knowledge and experience in architecting advanced use cases in an innovative environment. You have a history of successful data science implementations, leveraging cloud environments to drive results in projects. You also enjoy helping clients understand and appreciate the data science process and developing new strategic approaches to data science use cases.
 
 
 You will be a member of the Insights Driven Enterprise team as a Machine Learning Architect, responsible for the architecting and guiding development of advanced models, as well as high-value use cases 
 You have thorough experience in strategic architecture engagements, with a deep understanding of machine learning use cases and understanding business requirements 
 You will understand how to work in at least one of Python, R, C/C++, or Java, developing researched and measured approaches to data science problems 
 You will establish insightful approaches using machine learning to solve client problems 
 You will be a crucial member in designing and producing detailed client roadmaps and strategies for adoption of data science 
 You will be able to work with vague (and complicated) project requirements, understanding how to evaluate and discover the best approaches to modelling 
 You will develop architecture approaches and migration plans for data science use cases 
 
 What you'll bring: 
 
 You have a strong comprehension of machine learning & deep learning techniques, both in theory and in practice 
 You have an understanding and proven experience in cloud-based data science projects 
 You have deep experience in architecture with multiple cloud-based data science project implementations 
 You have an active business and commercial acumen with clients 
 You thrive in a fast-paced environment, leading a client along the data science journey 
 You have 4-12 years in a similar role with cross-discipline teams 
 You can quickly learn and be impactful in new areas to keep pace with our rapid growth and evolution, and the willingness to take an ambiguous assignment and create valuable insight 
 Have an advanced degree in a relevant field 
 
What happens next and what can we offer you?
 Interested? Passionate people are Capgemini's Ace of spades. We believe that every one of us is an architect of positive futures. We invite you to join us to discover a career that will challenge, support and inspire you. Working at Capgemini you'll find the rewards are more than just financial.
 Ranked among Ethisphere's 2019 Most Ethical Companies in the World (for the 7th year running!), our seven values are at the heart of everything we do - Honesty, Boldness, Trust, Team Spirit, Freedom, Fun and Modesty. As Social Innovators, we are committed to making a positive impact on the planet and our communities. Capgemini is a proud to be Equal Opportunity Employer and all applicants must be legally entitled to work in the country the role is based out of, unless otherwise stated within the job advertisement.
 Proof of work entitlements and visa status will be required prior to and/or at time of offer. Successful applicants will be required to complete a security and reference checks prior to commencement of employment.
 Please note unsolicited resumes from employment agencies or other third parties will not be considered.
 
Please note unsolicited resumes from employment agencies or other third parties will not be considered.
 
#LI-JB1",http://au.indeed.com/rc/clk?jk=225f550065962cb1&fccid=105ecfd0283f415f&vjs=3
